File 158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Comment,Mastery,Shez M,Shez F,Byleth M,Byleth F,Edelgard,Hubert,Dorothea,Ferdinand,Bernadetta,Caspar,Petra,Linhardt,Dimitri,Dedue,Felix,Mercedes,Ashe,Annette,Sylvain,Ingrid,Claude,Lorenz,Hilda,Raphael,Lysithea,Ignatz,Marianne,Leonie,Yuri,Constance,Balthus,Hapi,Manuela,Hanneman?,Seteth,Flayn,Cyril?,Catherine,Alois?,Gilbert?,Shamir,Jeralt,Rhea,Anna?,Jeritza,Rodrigue,Monica,Holst,?,?,?,Sothis,Arval M,Gatekeeper,Arval F
,,,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance,Tempest Lance
17,Pegasus Knight,1-star,---,Pegasus Knight's Ploy,---,Pegasus Knight's Ploy,Pegasus Knight's Wisdom,---,Pegasus Knight's Ploy,---,Pegasus Knight's Wisdom,---,Pegasus Knight's Ploy,---,---,---,---,Pegasus Knight's Ploy,---,Pegasus Knight's Wisdom,---,Pegasus Knight's Wisdom,---,---,Pegasus Knight's Wisdom,---,Pegasus Knight's Wisdom,---,Pegasus Knight's Wisdom,Pegasus Knight's Ploy,---,Pegasus Knight's Wisdom,---,Pegasus Knight's Ploy,Pegasus Knight's Ploy,Pegasus Knight's Wisdom,---,Pegasus Knight's Wisdom,Pegasus Knight's Wisdom,Pegasus Knight's Wisdom,Pegasus Knight's Ploy,Pegasus Knight's Wisdom,Pegasus Knight's Ploy,---,Pegasus Knight's Wisdom,Pegasus Knight's Wisdom,---,---,Pegasus Knight's Wisdom,---,Pegasus Knight's Wisdom,Pegasus Knight's Wisdom,Pegasus Knight's Wisdom,Pegasus Knight's Wisdom,---,---,Pegasus Knight's Ploy
,,2-star,---,Tableturner,---,Tableturner,Tableturner,---,Darting Blow,---,Tableturner,---,Tableturner,---,---,---,---,Darting Blow,---,Tableturner,---,Tableturner,---,---,Darting Blow,---,Tableturner,---,Tableturner,Darting Blow,---,Tableturner,---,Tableturner,Darting Blow,Tableturner,---,Darting Blow,Tableturner,Darting Blow,Tableturner,Tableturner,Darting Blow,---,Darting Blow,Tableturner,---,---,Tableturner,---,Tableturner,Tableturner,Tableturner,Darting Blow,---,---,Darting Blow
,,3-star,---,Stormblade,---,Stormblade,Stormblade,---,Stormblade,---,Stormblade,---,Stormblade,---,---,---,---,Stormblade,---,Stormblade,---,Stormblade,---,---,Stormblade,---,Stormblade,---,Stormblade,Stormblade,---,Stormblade,---,Stormblade,Stormblade,Stormblade,---,Stormblade,Stormblade,Stormblade,Stormblade,Stormblade,Stormblade,---,Stormblade,Stormblade,---,---,Stormblade,---,Stormblade,Stormblade,Stormblade,Stormblade,---,---,Stormblade
18,Wyvern Rider,1-star,Defiant Str,Defiant Str,Defiant Str,Defiant Str,Offensive Tactics,Offensive Tactics,Defiant Str,Offensive Tactics,Offensive Tactics,Offensive Tactics,Defiant Str,Offensive Tactics,Offensive Tactics,Defiant Str,Offensive Tactics,Defiant Str,Defiant Str,Offensive Tactics,Offensive Tactics,Offensive Tactics,Offensive Tactics,Offensive Tactics,Offensive Tactics,Defiant Str,Offensive Tactics,Defiant Str,Offensive Tactics,Defiant Str,Defiant Str,Offensive Tactics,Offensive Tactics,Defiant Str,Defiant Str,Offensive Tactics,Boost Critical (dupe),Offensive Tactics,Offensive Tactics,Offensive Tactics,Defiant Str,Offensive Tactics,Defiant Str,Defiant Str,Offensive Tactics,Offensive Tactics,Offensive Tactics,Offensive Tactics,Offensive Tactics,Offensive Tactics,Offensive Tactics,Offensive Tactics,Offensive Tactics,Offensive Tactics,Defiant Str,Defiant Str,Defiant Str
,,2-star,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Ploy,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Wisdom,Wyvern Rider's Ploy,Wyvern Rider's Ploy,Wyvern Rider's Ploy,Wyvern Rider's Ploy
,,3-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Apex Axe,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,Crush,Crush,Crush,Crush,Crush,Diamond Axe,Diamond Axe,Crush,Crush,Crush,Diamond Axe,Crush,Diamond Axe,Diamond Axe,Crush,Diamond Axe,Crush,Crush,Diamond Axe,Crush,Diamond Axe,Diamond Axe,Diamond Axe,Diamond Axe,Crush,Crush,Crush,Diamond Axe,Crush,Diamond Axe,Diamond Axe,Diamond Axe,Diamond Axe,Diamond Axe,Diamond Axe,Crush,Diamond Axe,Diamond Axe,Diamond Axe,Diamond Axe,Crush,Diamond Axe,Diamond Axe,Crush,Diamond Axe,Diamond Axe,Crush,Diamond Axe,Crush,Crush,Crush,Crush,Crush,Crush,Crush
19,Warrior,1-star,Heavy Hitter,Heavy Hitter,Heavy Hitter,Heavy Hitter,Heavy Hitter,Str +5,Str +5,Heavy Hitter,Str +5,Boost Critical (dupe),Heavy Hitter,Heavy Hitter,Str +5,Str +5,Heavy Hitter,Str +5,Heavy Hitter,Heavy Hitter,Str +5,Str +5,Heavy Hitter,Str +5,Boost Critical (dupe),Str +5,Heavy Hitter,Heavy Hitter,Str +5,Str +5,Heavy Hitter,Str +5,Str +5,Str +5,Str +5,Str +5,Str +5,Heavy Hitter,Str +5,Str +5,Str +5,Str +5,Str +5,Str +5,Str +5,Heavy Hitter,Str +5,Str +5,Heavy Hitter,Str +5,Heavy Hitter,Heavy Hitter,Heavy Hitter,Heavy Hitter,Heavy Hitter,Heavy Hitter,Heavy Hitter
,,2-star,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess,Axe Prowess
,,3-star,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Battalion Wrath,Apex Axe,Wrath,Wrath,Battalion Wrath,Wrath,Wrath,Wrath,Wrath,Battalion Wrath,Wrath,Wrath,Wrath,Wrath,Apex Axe,Battalion Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath,Wrath
,,,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike,War Strike
1A,Sniper,1-star,---,---,---,---,---,---,---,---,Boost Critical (dupe),---,---,---,---,---,---,---,Boost Critical (dupe),---,---,---,Boost Critical (dupe),---,---,---,---,Boost Critical (dupe),---,---,---,---,---,---,---,---,---,---,---,---,---,---,Boost Critical (dupe),---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,Thunderbolt,Thunderbolt,Flame Volley,Flame Volley,Flame Volley,Flame Volley,Thunderbolt,Flame Volley,Flame Volley,Flame Volley,Thunderbolt,Thunderbolt,Thunderbolt,Flame Volley,Thunderbolt,Flame Volley,Thunderbolt,Thunderbolt,Flame Volley,Flame Volley,Thunderbolt,Flame Volley,Thunderbolt,Flame Volley,Thunderbolt,Thunderbolt,Flame Volley,Flame Volley,Thunderbolt,Flame Volley,Flame Volley,Flame Volley,Thunderbolt,Flame Volley,Flame Volley,Thunderbolt,Flame Volley,Flame Volley,Flame Volley,Flame Volley,Flame Volley,Thunderbolt,Flame Volley,Thunderbolt,Flame Volley,Flame Volley,Flame Volley,Thunderbolt,Thunderbolt,Thunderbolt,Thunderbolt,Thunderbolt,Thunderbolt,Thunderbolt,Thunderbolt
,,2-star,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess,Bow Prowess
,,,Tornado Shot,Tornado Shot,Tornado Shot,Tornado Shot,Hide Presence,Hide Presence,Tornado Shot,Hide Presence,Hide Presence,Hide Presence,Tornado Shot,Hide Presence,Hide Presence,Tornado Shot,Hide Presence,Tornado Shot,Tornado Shot,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Tornado Shot,Hide Presence,Tornado Shot,Hide Presence,Tornado Shot,Tornado Shot,Hide Presence,Hide Presence,Tornado Shot,Tornado Shot,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Tornado Shot,Hide Presence,Tornado Shot,Tornado Shot,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Hide Presence,Tornado Shot,Tornado Shot,Tornado Shot
,,3-star,Warrior Assist,Warrior Assist,Warrior Assist,Warrior Assist,Warrior Assist,Awakening Assist,Awakening Assist,Warrior Assist,Apex Bow,Warrior Assist,Warrior Assist,Warrior Assist,Warrior Assist,Awakening Assist,Warrior Assist,Awakening Assist,Apex Bow,Warrior Assist,Awakening Assist,Warrior Assist,Apex Bow,Awakening Assist,Awakening Assist,Warrior Assist,Warrior Assist,Apex Bow,Warrior Assist,Awakening Assist,Warrior Assist,Warrior Assist,Awakening Assist,Warrior Assist,Awakening Assist,Warrior Assist,Awakening Assist,Awakening Assist,Warrior Assist,Awakening Assist,Warrior Assist,Warrior Assist,Apex Bow,Awakening Assist,Awakening Assist,Warrior Assist,Warrior Assist,Awakening Assist,Warrior Assist,Awakening Assist,Warrior Assist,Warrior Assist,Warrior Assist,Awakening Assist,Awakening Assist,Awakening Assist,Awakening Assist
,,,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley,Hunter's Volley
1B,Grappler,1-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Boost Critical (dupe),---,---,---,---,---,---,Boost Critical (dupe),---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,Mystic Blow,---,Mystic Blow,---,---,Steady Mind,---,Steady Mind,---,Steady Mind,---,Steady Mind,Steady Mind,Mystic Blow,Mystic Blow,---,Mystic Blow,---,Steady Mind,---,Steady Mind,Steady Mind,---,Mystic Blow,---,Mystic Blow,---,---,Mystic Blow,---,Steady Mind,---,---,Steady Mind,Steady Mind,---,Steady Mind,---,Mystic Blow,Steady Mind,---,Mystic Blow,---,Steady Mind,Steady Mind,Steady Mind,---,Steady Mind,Steady Mind,Steady Mind,Steady Mind,---,Mystic Blow,Mystic Blow,---
,,2-star,Brawling Prowess,---,Brawling Prowess,---,---,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,---,---,Brawling Prowess,---,Brawling Prowess,---,---,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,Brawling Prowess,Brawling Prowess,---,Brawling Prowess,Brawling Prowess,---
,,,Lightning Fist,---,Lightning Fist,---,---,Frozen Fist,---,Lightning Fist,---,Lightning Fist,---,Lightning Fist,Lightning Fist,Frozen Fist,Lightning Fist,---,Lightning Fist,---,Frozen Fist,---,Lightning Fist,Frozen Fist,---,Lightning Fist,---,Frozen Fist,---,---,Lightning Fist,---,Frozen Fist,---,---,Lightning Fist,Frozen Fist,---,Lightning Fist,---,Lightning Fist,Lightning Fist,---,Lightning Fist,---,Lightning Fist,Lightning Fist,Frozen Fist,---,Lightning Fist,Lightning Fist,Lightning Fist,Lightning Fist,---,Frozen Fist,Frozen Fist,---
,,3-star,Rejuvenation,---,Rejuvenation,---,---,Rejuvenation,---,Rejuvenation,---,Rejuvenation,---,Rejuvenation,Rejuvenation,Rejuvenation,Rejuvenation,---,Rejuvenation,---,Rejuvenation,---,Rejuvenation,Rejuvenation,---,Apex Gauntlet,---,Rejuvenation,---,---,Rejuvenation,---,Apex Gauntlet,---,---,Rejuvenation,Rejuvenation,---,Rejuvenation,---,Rejuvenation,Rejuvenation,---,Rejuvenation,---,Rejuvenation,Rejuvenation,Rejuvenation,---,Rejuvenation,Rejuvenation,Rejuvenation,Rejuvenation,---,Rejuvenation,Rejuvenation,---
,,,Fierce Iron Fist,---,Fierce Iron Fist,---,---,Fierce Iron Fist,---,Fierce Iron Fist,---,Fierce Iron Fist,---,Fierce Iron Fist,Fierce Iron Fist,Fierce Iron Fist,Fierce Iron Fist,---,Fierce Iron Fist,---,Fierce Iron Fist,---,Fierce Iron Fist,Fierce Iron Fist,---,Fierce Iron Fist,---,Fierce Iron Fist,---,---,Fierce Iron Fist,---,Fierce Iron Fist,---,---,Fierce Iron Fist,Fierce Iron Fist,---,Fierce Iron Fist,---,Fierce Iron Fist,Fierce Iron Fist,---,Fierce Iron Fist,---,Fierce Iron Fist,Fierce Iron Fist,Fierce Iron Fist,---,Fierce Iron Fist,Fierce Iron Fist,Fierce Iron Fist,Fierce Iron Fist,---,Fierce Iron Fist,Fierce Iron Fist,---
1C,Warlock,1-star,Fiendish Blow,Fiendish Blow,Fiendish Blow,Fiendish Blow,Fiendish Blow,Mag +5,Boost Critical (dupe),Fiendish Blow,Fiendish Blow,Fiendish Blow,Fiendish Blow,Fiendish Blow,Fiendish Blow,Mag +5,Fiendish Blow,Mag +5,Fiendish Blow,Boost Critical (dupe),Mag +5,Fiendish Blow,Fiendish Blow,Mag +5,Mag +5,Fiendish Blow,Boost Critical (dupe),Fiendish Blow,Fiendish Blow,Mag +5,Fiendish Blow,Boost Critical (dupe),Mag +5,Boost Critical (dupe),Mag +5,Fiendish Blow,Mag +5,Mag +5,Fiendish Blow,Mag +5,Fiendish Blow,Fiendish Blow,Mag +5,Mag +5,Mag +5,Fiendish Blow,Fiendish Blow,Mag +5,Boost Critical (dupe),Mag +5,Fiendish Blow,Fiendish Blow,Fiendish Blow,Boost Critical (dupe),Boost Critical (dupe),Mag +5,Boost Critical (dupe)
,,,Banshee Θ,Banshee Θ,Bolganone,Bolganone,Luna Λ,Banshee Θ,Sagittae,Thoron,Thoron,---,---,Cutting Gale,---,Ragnarok,---,Bolganone,---,Sagittae,Sagittae,Fimbulvetr,Cutting Gale,Ragnarok,Bolting,---,Luna Λ,Fimbulvetr,Cutting Gale,Ragnarok,Sagittae,Fimbulvetr,Ragnarok,Banshee Θ,Bolting,Thoron,Bolganone,Cutting Gale,---,Ragnarok,---,---,Sagittae,Fimbulvetr,Ragnarok,Meteor,---,Thoron,Swarm Ζ,Thoron,---,---,---,Fimbulvetr,Banshee Θ,Fire,Banshee Θ
,,2-star,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason,Reason
,,3-star,Aggression,Aggression,Essence of Fire,Essence of Fire,Essence of Fire,Aggression,Apex Tome,Essence of Fire,Essence of Ice,Essence of Fire,Essence of Wind,Essence of Wind,Essence of Lightning,Essence of Fire,Essence of Lightning,Aggression,Essence of Wind,Apex Tome,Essence of Fire,Essence of Ice,Essence of Wind,Essence of Fire,Essence of Lightning,Essence of Fire,Apex Tome,Essence of Ice,Essence of Ice,Essence of Fire,Essence of Wind,Apex Tome,Essence of Fire,Apex Tome,Essence of Lightning,Aggression,Essence of Wind,Aggression,Aggression,Essence of Fire,Aggression,Aggression,Essence of Ice,Essence of Lightning,Essence of Fire,Aggression,Aggression,Aggression,Apex Tome,Essence of Lightning,Aggression,Aggression,Aggression,Apex Tome,Aggression,Essence of Ice,Aggression
,,,Luna Λ,Luna Λ,Ragnarok,Ragnarok,Hades Ω,---,Meteor,---,Fimbulvetr,---,---,---,---,---,---,Ragnarok,---,Excalibur,---,---,---,---,---,---,Dark Spikes Τ,---,Fimbulvetr,---,---,Bolting,---,Death Γ,---,---,---,Excalibur,---,---,---,---,Fimbulvetr,---,---,---,---,---,Meteor,---,---,---,---,Bolting,Death Γ,---,Death Γ
1D,Dark Bishop,1-star,Impossible Feat,---,Impossible Feat,---,---,Bowbreaker,---,Impossible Feat,---,Impossible Feat,---,Bowbreaker,Impossible Feat,Mag +10,Impossible Feat,---,Impossible Feat,---,Mag +10,---,Impossible Feat,Mag +10,---,Impossible Feat,---,Impossible Feat,---,---,Impossible Feat,---,Mag +10,---,---,Impossible Feat,Mag +10,---,Impossible Feat,---,Impossible Feat,Impossible Feat,---,Mag +10,---,Impossible Feat,Impossible Feat,Mag +10,---,Mag +10,Impossible Feat,Impossible Feat,Impossible Feat,---,Mag +10,Mag +10,---
,,,---,---,---,---,---,Dark Spikes Τ,---,---,---,---,---,Excalibur,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Hades Ω,---,---
,,2-star,Reason,---,Covenant,---,---,Reason,---,Reason,---,Reason,---,Reason,Reason,Reason,Reason,---,Reason,---,Reason,---,Reason,Reason,---,Reason,---,Reason,---,---,Reason,---,Reason,---,---,Reason,Reason,---,Reason,---,Reason,Reason,---,Reason,---,Reason,Reason,Reason,---,Reason,Reason,Reason,Reason,---,Reason,Reason,---
,,3-star,Absorb Speed,---,Absorb Charm,---,---,Absorb Magic,---,Absorb Speed,---,Absorb Strength,---,Absorb Resistance,Absorb Strength,Absorb Defense,Absorb Speed,---,Absorb Dexterity,---,Absorb Speed,---,Absorb Dexterity,Absorb Dexterity,---,Absorb Strength,---,Absorb Luck,---,---,Absorb Speed,---,Absorb Strength,---,---,Absorb Magic,Absorb Dexterity,---,Absorb Dexterity,---,Absorb Strength,Absorb Defense,---,Absorb Strength,---,Absorb Strength,Absorb Speed,Absorb Resistance,---,Absorb Charm,Absorb Strength,Absorb Strength,Absorb Strength,---,Absorb Magic,Absorb Defense,---
1E,Bishop,1-star,Res +5,Res +5,Res +5,Res +5,Luck Catalyst,Luck Catalyst,Res +5,Luck Catalyst,Luck Catalyst,Luck Catalyst,Res +5,Boost Critical (dupe),Luck Catalyst,Res +5,Luck Catalyst,Boost Critical (dupe),Res +5,Luck Catalyst,Luck Catalyst,Luck Catalyst,Luck Catalyst,Luck Catalyst,Luck Catalyst,Res +5,Luck Catalyst,Res +5,Boost Critical (dupe),Res +5,Res +5,Luck Catalyst,Luck Catalyst,Res +5,Boost Critical (dupe),Luck Catalyst,Luck Catalyst,Boost Critical (dupe),Luck Catalyst,Luck Catalyst,Res +5,Luck Catalyst,Res +5,Res +5,Luck Catalyst,Luck Catalyst,Luck Catalyst,Luck Catalyst,Luck Catalyst,Luck Catalyst,Luck Catalyst,Luck Catalyst,Luck Catalyst,Luck Catalyst,Res +5,Res +5,Res +5
,,,---,---,---,---,Seraphim,---,---,Restore,---,---,---,Restore,Aura,---,Restore,Restore,---,Abraxas,Seraphim,Seraphim,Silence,Ward,---,---,Abraxas,Ward,Silence,Restore,Silence,Abraxas,Restore,Seraphim,Silence,Ward,---,Fortify,---,---,---,---,---,---,---,---,---,Aura,Aura,Seraphim,---,---,---,Aura,---,---,---
,,2-star,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith,Faith
,,3-star,Renewal,Renewal,Renewal,Renewal,Battalion Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Apex Tome,Renewal,Renewal,Renewal,Apex Tome,Renewal,Battalion Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Apex Tome,Renewal,Renewal,Renewal,Renewal,Renewal,Apex Tome,Renewal,Renewal,Apex Tome,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Battalion Renewal,Battalion Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal,Renewal
1F,Falcon Knight,1-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Swordbreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,Lance Jab,---,Lance Jab,Lance Jab,---,Lance Jab,---,Lance Jab,---,Lance Jab,---,---,---,---,Lance Jab,---,Lance Jab,---,Lance Jab,---,---,Lance Jab,---,Lance Jab,---,Lance Jab,Lance Jab,---,Lance Jab,---,Lance Jab,Lance Jab,Lance Jab,---,Lance Jab,Lance Jab,Lance Jab,Lance Jab,Lance Jab,Lance Jab,---,Lance Jab,Lance Jab,---,---,Lance Jab,---,Lance Jab,Lance Jab,Lance Jab,Lance Jab,---,---,Lance Jab
,,2-star,---,Item Expertise,---,Harmonious Specials,Harmonious Specials,---,Speed Catalyst,---,Speed Catalyst,---,Speed Catalyst,---,---,---,---,Harmonious Specials,---,Harmonious Specials,---,Item Expertise,---,---,Item Expertise,---,Item Expertise,---,Speed Catalyst,Harmonious Specials,---,Item Expertise,---,Item Expertise,Harmonious Specials,Item Expertise,---,Harmonious Specials,Speed Catalyst,Speed Catalyst,Speed Catalyst,Item Expertise,Item Expertise,---,Item Expertise,Harmonious Specials,---,---,Harmonious Specials,---,Speed Catalyst,Speed Catalyst,Speed Catalyst,Harmonious Specials,---,---,Item Expertise
,,3-star,---,Muster,---,Muster,Muster,---,Sol,---,Muster,---,Muster,---,---,---,---,Sol,---,Muster,---,Muster,---,---,Sol,---,Muster,---,Muster,Sol,---,Muster,---,Muster,Sol,Muster,---,Sol,Muster,Sol,Muster,Muster,Sol,---,Sol,Muster,---,---,Muster,---,Muster,Muster,Muster,Sol,---,---,Sol
20,Wyverm Lord,1-star,---,---,---,---,---,---,---,---,---,Lancebreaker,---,---,---,---,---,---,---,---,---,---,---,---,Lancebreaker,---,---,---,---,---,---,---,---,---,---,---,Lancebreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
